Date,Storage Capacity(10000m^3),Precipitation(mm),Inflow(10000m^3),Outflow(10000m^3),Water Level Difference(m),Real-Time,Water Level(m),Useful Storage(10000m^3),Storage Ratio(%)
2020/1/1,14923.27,0.00,62.86,62.86,--,07:00,1398.78,11335.71,75.96 
2020/1/2,14923.27,0.00,61.28,78.65,--,07:00,1398.80,11342.66,76.01 
2020/1/3,14923.27,0.00,73.40,66.46,--,07:00,1398.73,11334.22,75.95 
2020/1/4,14923.27,0.00,45.49,83.63,--,07:00,1398.78,11335.71,75.96 
2020/1/5,14923.27,0.00,51.14,96.09,--,07:00,1398.65,11290.63,75.66 
2020/1/6,14923.27,0.00,50.72,95.54,--,07:00,1398.55,11256.05,75.43 
2020/1/7,14923.27,0.00,48.11,109.94,--,07:00,1398.40,11204.33,75.08 
2020/1/8,14923.27,0.00,58.36,89.17,--,07:00,1398.22,11142.50,74.67 
2020/1/9,14923.27,0.00,41.28,119.63,--,07:00,1398.12,11108.27,74.44 
2020/1/10,14923.27,0.00,47.14,101.35,--,07:00,1397.89,11029.95,73.91 
2020/1/11,14923.27,0.00,44.90,95.54,--,07:00,1397.76,11001.99,73.72 
2020/1/12,14923.27,2.00,39.85,113.82,--,07:00,1397.62,10938.60,73.3 
2020/1/13,14923.27,7.50,49.30,82.80,--,07:00,1397.41,10867.94,72.83 
2020/1/14,14923.27,0.00,35.62,142.34,--,07:00,1397.25,10814.33,72.47 
2020/1/15,14923.27,0.00,49.57,66.19,--,07:00,1396.98,10724.28,71.86 
2020/1/16,14923.27,0.00,48.71,128.22,--,07:00,1396.93,10707.65,71.75 
2020/1/17,14923.27,0.00,43.15,76.15,--,07:00,1396.70,10631.43,71.24 
2020/1/18,14923.27,0.00,45.57,88.34,--,07:00,1396.57,10588.53,70.95 
2020/1/19,14923.27,0.00,46.25,101.91,--,07:00,1396.45,10549.05,70.69 
2020/1/20,14923.27,0.00,41.06,112.43,--,07:00,1396.28,10493.40,70.32 
2020/1/21,14923.27,0.00,33.47,116.59,--,07:00,1396.06,10422.02,69.84 
2020/1/22,14923.27,0.00,46.00,134.86,--,07:00,1395.84,10351.65,69.37 
2020/1/23,14923.27,0.00,41.05,119.91,--,07:00,1395.54,10256.37,68.73 
2020/1/24,14923.27,0.00,47.53,116.59,--,07:00,1395.29,10177.48,68.2 
2020/1/25,14923.27,2.50,40.41,62.59,--,07:00,1395.07,10108.40,67.74 
2020/1/26,14923.27,15.00,68.67,90.55,--,07:00,1394.98,10080.23,67.55 
2020/1/27,14923.27,0.00,55.36,67.85,--,07:00,1394.90,10055.23,67.38 
2020/1/28,14923.27,0.00,44.55,81.97,--,07:00,1394.89,10052.10,67.36 
2020/1/29,14923.27,0.50,42.40,79.75,--,07:00,1394.76,10011.55,67.09 
2020/1/30,14923.27,0.00,35.32,100.52,--,07:00,1394.60,9961.75,66.75 
2020/1/31,14923.27,0.00,35.36,115.75,--,07:00,1394.43,9908.98,66.4 
2020/2/1,14923.27,0.00,43.52,92.77,--,07:00,1394.18,9831.66,65.88 
2020/2/2,14923.27,0.00,46.56,113.82,--,07:00,1394.00,9776.23,65.51 
2020/2/3,14923.27,0.00,39.69,76.15,--,07:00,1393.77,9705.93,65.04 
2020/2/4,14923.27,8.50,43.87,101.35,--,07:00,1393.68,9678.58,64.86 
2020/2/5,14923.27,1.00,47.49,101.63,--,07:00,1393.46,9612.01,64.41 
2020/2/6,14923.27,0.00,37.83,115.48,--,07:00,1393.30,9563.88,64.09 
2020/2/7,14923.27,0.00,45.07,92.49,--,07:00,1393.06,9492.16,63.61 
2020/2/8,14923.27,0.00,43.62,114.09,--,07:00,1392.89,9441.72,63.27 
2020/2/9,14923.27,0.00,34.31,121.29,--,07:00,1392.65,9371.18,62.8 
2020/2/10,14923.27,0.00,44.52,99.42,--,07:00,1392.38,9292.78,62.27 
2020/2/11,14923.27,0.00,33.71,85.02,--,07:00,1392.16,9229.54,61.85 
2020/2/12,14923.27,0.00,42.01,93.05,--,07:00,1392.01,9186.74,61.56 
2020/2/13,14923.27,19.00,56.03,109.66,--,07:00,1391.81,9129.97,61.18 
2020/2/14,14923.27,0.00,56.79,90.55,--,07:00,1391.59,9067.85,60.76 
2020/2/15,14923.27,0.00,39.51,112.43,--,07:00,1391.47,9034.08,60.54 
2020/2/16,14923.27,3.50,52.38,141.79,--,07:00,1391.21,8966.11,60.08 
2020/2/17,14923.27,0.00,48.81,171.14,--,07:00,1390.90,8874.55,59.47 
2020/2/18,14923.27,0.00,24.86,171.14,--,07:00,1390.46,8752.20,58.65 
2020/2/19,14923.27,0.00,39.35,165.32,--,07:00,1389.92,8603.15,57.65 
2020/2/20,14923.27,0.00,38.54,180.00,--,07:00,1389.46,8481.16,56.83 
