Date,Storage Capacity(10000m^3),Precipitation(mm),Inflow(10000m^3),Outflow(10000m^3),Water Level Difference(m),Real-Time,Water Level(m),Useful Storage(10000m^3),Storage Ratio(%)
2021/1/1,33550.50,0.00,103.50,129.30,0.09,23:00,168.15,31812.70,94.82 
2021/1/2,33550.50,3.80,115.60,63.80,-0.02,23:00,168.18,31839.65,94.9 
2021/1/3,33550.50,0.40,99.00,45.50,0.04,23:00,168.22,31875.62,95.01 
2021/1/4,33550.50,16.10,121.60,118.50,0.01,23:00,168.22,31875.62,95.01 
2021/1/5,33550.50,20.70,224.80,187.80,0.07,23:00,168.27,31920.59,95.14 
2021/1/6,33550.50,21.70,438.30,379.00,-0.04,23:00,168.28,31929.57,95.17 
2021/1/7,33550.50,27.20,659.00,668.00,-0.01,23:00,168.27,31920.59,95.14 
2021/1/8,33550.50,22.80,706.80,670.80,0.04,23:00,168.31,31956.57,95.25 
2021/1/9,33550.50,0.00,500.00,312.70,0.12,23:00,168.48,32109.71,95.71 
2021/1/10,33550.50,1.70,394.60,667.40,-0.11,23:00,168.12,31785.76,94.74 
2021/1/11,33550.50,26.20,387.40,671.50,-0.39,23:00,167.76,31463.22,93.78 
2021/1/12,33550.50,1.80,368.60,334.10,-0.12,23:00,167.74,31445.35,93.73 
2021/1/13,33550.50,0.10,290.83,638.73,-0.25,23:00,167.37,31115.21,92.74 
2021/1/14,33550.50,0.10,234.00,182.70,-0.15,23:00,167.36,31106.30,92.71 
2021/1/15,33550.50,0.10,140.32,158.12,0.02,23:00,167.34,31088.49,92.66 
2021/1/16,33550.50,5.90,110.45,101.55,-0.03,23:00,167.36,31106.30,92.71 
2021/1/17,33550.50,8.90,131.34,158.04,0.02,23:00,167.33,31079.60,92.64 
2021/1/18,33550.50,0.10,141.60,103.00,-0.04,23:00,167.34,31088.49,92.66 
2021/1/19,33550.50,0.80,106.40,101.40,0.01,23:00,167.34,31088.49,92.66 
2021/1/20,33550.50,3.00,100.60,120.50,-0.01,23:00,167.31,31061.79,92.58 
2021/1/21,33550.50,0.00,100.90,120.00,-0.03,23:00,167.28,31035.09,92.5 
2021/1/22,33550.50,4.20,97.50,131.00,-0.04,23:00,167.22,30981.72,92.34 
2021/1/23,33550.50,3.50,114.30,150.10,-0.05,23:00,167.17,30937.27,92.21 
2021/1/24,33550.50,0.50,103.90,149.90,-0.06,23:00,167.10,30875.08,92.03 
2021/1/25,33550.50,0.00,98.00,148.20,-0.07,23:00,167.03,30812.92,91.84 
2021/1/26,33550.50,3.70,92.40,149.20,-0.08,23:00,166.95,30741.92,91.63 
2021/1/27,33550.50,4.70,102.90,159.10,-0.07,23:00,166.87,30670.96,91.42 
2021/1/28,33550.50,4.30,99.10,158.20,-0.08,23:00,166.79,30600.07,91.21 
2021/1/29,33550.50,0.00,78.30,157.90,-0.07,23:00,166.73,30546.95,91.05 
2021/1/30,33550.50,0.10,70.74,159.24,-0.10,23:00,166.61,30440.81,90.73 
2021/1/31,33550.50,0.00,72.64,187.44,-0.10,07:00,166.63,30458.49,90.78 
2021/2/1,33550.50,0.00,80.40,177.90,-0.14,07:00,166.50,30343.64,90.44 
2021/2/2,33550.50,3.00,73.20,153.90,-0.11,07:00,166.38,30237.77,90.13 
2021/2/3,33550.50,0.10,61.14,178.60,-0.10,23:00,166.25,30123.25,89.78 
2021/2/4,33550.50,0.10,65.05,187.60,-0.15,23:00,165.98,29885.91,89.08 
2021/2/5,33550.50,0.10,74.90,187.80,-0.16,23:00,165.82,29745.54,88.66 
2021/2/6,33550.50,0.00,68.30,189.10,-0.14,23:00,165.67,29614.18,88.27 
2021/2/7,33550.50,0.50,67.40,217.70,-0.16,23:00,165.50,29465.64,87.82 
2021/2/8,33550.50,10.30,80.30,179.10,-0.17,23:00,165.36,29343.56,87.46 
2021/2/9,33550.50,12.80,98.30,189.70,-0.13,23:00,165.22,29221.72,87.1 
2021/2/10,33550.50,23.20,230.40,132.80,-0.07,23:00,165.31,29300.02,87.33 
2021/2/11,33550.50,29.20,475.20,132.30,0.24,23:00,165.64,29587.94,88.19 
2021/2/12,33550.50,27.70,475.90,45.90,0.36,23:00,166.10,29991.32,89.39 
2021/2/13,33550.50,28.30,724.00,0.00,0.65,23:00,166.92,30715.30,91.55 
2021/2/14,33550.50,0.30,446.20,219.30,0.62,23:00,167.15,30919.49,92.16 
2021/2/15,33550.50,0.10,278.70,115.60,0.07,23:00,167.27,31026.20,92.48 
2021/2/16,33550.50,0.40,171.10,73.10,0.11,23:00,167.35,31097.40,92.69 
2021/2/17,33550.50,10.80,172.50,93.10,0.08,23:00,167.41,31150.84,92.85 
2021/2/18,33550.50,0.10,123.40,69.30,0.04,23:00,167.45,31186.49,92.95 
2021/2/19,33550.50,0.00,107.60,174.70,-0.01,23:00,167.37,31115.21,92.74 
2021/2/20,33550.50,0.10,94.70,178.10,-0.07,23:00,167.27,31026.20,92.48 
2021/2/21,33550.50,0.10,83.90,94.20,-0.08,23:00,167.23,30990.61,92.37 
2021/2/22,33550.50,0.10,67.60,190.00,-0.06,23:00,167.10,30875.08,92.03 
2021/2/23,33550.50,0.10,99.20,190.80,-0.15,23:00,166.97,30759.67,91.68 
2021/2/24,33550.50,0.90,69.60,187.10,-0.11,23:00,166.85,30653.24,91.36 
2021/2/25,33550.50,0.10,67.70,159.80,-0.13,23:00,166.73,30546.95,91.05 
2021/2/26,33550.50,0.80,62.50,191.50,-0.11,23:00,166.59,30423.13,90.68 
2021/2/27,33550.50,3.00,181.50,173.60,-0.14,23:00,166.56,30396.62,90.6 
2021/2/28,33550.50,0.80,49.20,186.40,-0.13,23:00,166.33,30193.71,89.99 
2021/3/1,33550.50,0.10,64.90,158.70,-0.14,23:00,166.20,30079.24,89.65 
2021/3/2,33550.50,14.60,84.10,188.10,-0.13,23:00,166.07,29964.96,89.31 
2021/3/3,33550.50,1.50,103.10,178.70,-0.11,23:00,165.96,29868.36,89.03 
2021/3/4,33550.50,0.40,75.20,187.80,-0.13,23:00,165.82,29745.54,88.66 
2021/3/5,33550.50,0.90,98.10,188.00,-0.14,23:00,165.68,29622.92,88.29 
2021/3/6,33550.50,17.20,80.40,188.40,-0.14,23:00,165.54,29500.56,87.93 
2021/3/7,33550.50,14.30,143.50,93.10,-0.09,23:00,165.56,29518.03,87.98 
2021/3/8,33550.50,4.90,171.20,178.90,0.02,23:00,165.52,29483.10,87.88 
2021/3/9,33550.50,2.40,171.30,161.00,-0.05,23:00,165.48,29448.19,87.77 
2021/3/10,33550.50,5.60,150.70,189.70,-0.03,23:00,165.42,29395.86,87.62 
2021/3/11,33550.50,0.50,151.20,149.90,-0.08,23:00,165.38,29361.00,87.51 
2021/3/12,33550.50,0.90,152.20,160.50,-0.06,23:00,165.32,29308.74,87.36 
2021/3/13,33550.50,0.20,118.10,218.40,-0.05,23:00,165.20,29204.33,87.05 
2021/3/14,33550.50,0.00,107.60,179.80,-0.13,23:00,165.08,29100.10,86.74 
2021/3/15,33550.50,0.10,82.40,116.30,-0.10,23:00,165.04,29065.38,86.63 
2021/3/16,33550.50,0.00,91.90,232.40,-0.14,23:00,164.87,28918.08,86.19 
2021/3/17,33550.50,0.20,83.00,199.00,-0.15,23:00,164.74,28805.68,85.86 
2021/3/18,33550.50,1.20,98.20,231.90,-0.16,23:00,164.57,28658.96,85.42 
2021/3/19,33550.50,0.10,78.40,215.10,-0.16,23:00,164.41,28521.19,85.01 
2021/3/20,33550.50,0.40,74.20,214.90,-0.16,23:00,164.24,28375.13,84.57 
2021/3/21,33550.50,7.80,90.30,214.70,-0.17,23:00,164.09,28246.53,84.19 
2021/3/22,33550.50,12.00,125.50,231.00,-0.15,23:00,163.94,28118.18,83.81 
2021/3/23,33550.50,0.00,78.60,49.50,-0.10,23:00,163.85,28041.28,83.58 
2021/3/24,33550.50,11.70,97.65,131.85,-0.04,23:00,163.82,28015.66,83.5 
2021/3/25,33550.50,0.10,66.92,186.32,-0.08,23:00,163.67,27887.73,83.12 
2021/3/26,33550.50,0.00,69.11,179.71,-0.12,23:00,163.54,27777.07,82.79 
2021/3/27,33550.50,0.00,61.40,163.40,-0.13,23:00,163.42,27675.08,82.49 
2021/3/28,33550.50,0.10,65.14,192.44,-0.12,23:00,163.28,27556.30,82.13 
2021/3/29,33550.50,0.00,65.99,192.99,-0.16,23:00,163.13,27429.28,81.76 
2021/3/30,33550.50,8.80,64.84,191.54,-0.16,23:00,162.96,27285.62,81.33 
2021/3/31,33550.50,1.40,143.40,200.20,-0.14,23:00,162.82,27167.55,80.98 
2021/4/1,33550.50,0.00,86.30,209.20,-0.17,23:00,162.65,27024.45,80.55 
2021/4/2,33550.50,0.00,56.90,200.30,-0.16,23:00,162.47,26873.31,80.1 
2021/4/3,33550.50,0.10,79.60,199.30,-0.19,23:00,162.30,26730.88,79.67 
2021/4/4,33550.50,1.30,64.80,194.90,-0.16,23:00,162.14,26597.12,79.27 
2021/4/5,33550.50,0.00,49.40,194.10,-0.17,23:00,161.96,26446.98,78.83 
2021/4/6,33550.50,0.00,54.60,184.40,-0.19,23:00,161.78,26297.15,78.38 
2021/4/7,33550.50,0.00,52.00,215.00,-0.17,23:00,161.60,26147.68,77.94 
2021/4/8,33550.50,5.90,72.20,231.60,-0.19,23:00,161.38,25965.46,77.39 
2021/4/9,33550.50,6.70,81.60,187.50,-0.24,23:00,161.19,25808.49,76.92 
2021/4/10,33550.50,2.70,73.30,187.70,-0.14,23:00,161.04,25684.84,76.56 
2021/4/11,33550.50,1.90,70.40,234.50,-0.22,23:00,160.83,25512.21,76.04 
