Date,Storage Capacity(10000m^3),Precipitation(mm),Inflow(10000m^3),Outflow(10000m^3),Water Level Difference(m),Real-Time,Water Level(m),Useful Storage(10000m^3),Storage Ratio(%)
2012/1/1,10158.00,0.00,1.20,39.30,--,07:00,178.58,9449.10,93.02 
2012/1/2,10158.00,0.00,5.10,48.30,--,07:00,178.50,9411.00,92.65 
2012/1/3,10158.00,0.00,7.00,43.30,--,07:00,178.38,9351.13,92.06 
2012/1/4,10158.00,0.00,2.60,41.80,--,07:00,178.30,9311.92,91.67 
2012/1/5,10158.00,1.00,0.50,39.70,--,08:00,178.21,9261.81,91.18 
2012/1/6,10158.00,0.00,0.30,44.40,--,07:00,178.14,9233.50,90.9 
2012/1/7,10158.00,0.00,3.10,42.30,--,07:00,178.09,9209.00,90.66 
2012/1/8,10158.00,0.00,0.30,43.50,--,07:00,178.01,9169.80,90.27 
2012/1/9,10158.00,0.00,0.50,41.40,--,07:00,177.92,9126.60,89.85 
2012/1/10,10158.00,0.00,4.10,41.40,--,07:00,177.83,9085.70,89.44 
2012/1/11,10158.00,0.00,0.70,43.80,--,08:00,177.75,9045.40,89.05 
2012/1/12,10158.00,0.00,0.30,48.10,--,08:00,177.66,9002.30,88.62 
2012/1/13,10158.00,0.00,0.30,42.40,--,07:00,177.51,8930.60,87.92 
2012/1/14,10158.00,0.00,0.70,43.70,--,07:00,177.46,8906.70,87.68 
2012/1/15,10158.00,0.00,0.30,48.20,--,07:00,177.37,8863.70,87.26 
2012/1/16,10158.00,0.00,2.90,41.10,--,08:00,177.27,8815.80,86.79 
2012/1/17,10158.00,0.00,7.00,43.20,--,08:00,177.18,8777.80,86.41 
2012/1/18,10158.00,0.10,6.30,46.60,--,07:00,177.11,8741.40,86.05 
2012/1/19,10158.00,0.00,0.30,47.40,--,08:00,177.00,8686.70,85.52 
2012/1/20,10158.00,0.00,3.90,46.00,--,08:00,176.91,8644.70,85.1 
2012/1/21,10158.00,0.00,2.50,49.20,--,07:00,176.84,8611.90,84.78 
2012/1/22,10158.00,1.20,14.90,43.00,--,07:00,176.74,8565.20,84.32 
2012/1/23,10158.00,6.90,12.60,35.90,--,07:00,176.68,8537.10,84.04 
2012/1/24,10158.00,0.10,12.70,34.60,--,07:00,176.62,8509.10,83.77 
2012/1/25,10158.00,1.00,14.60,34.80,--,10:00,176.58,8491.90,83.6 
2012/1/26,10158.00,0.40,11.30,33.50,--,07:00,176.54,8471.70,83.4 
2012/1/27,10158.00,0.00,13.50,38.10,--,07:00,176.48,8449.50,83.18 
2012/1/28,10158.00,0.00,11.00,39.00,--,07:00,176.44,8424.90,82.94 
2012/1/29,10158.00,0.00,12.00,38.60,--,07:00,176.38,8396.90,82.66 
2012/1/30,10158.00,0.00,10.00,39.50,--,07:00,176.27,8345.45,82.16 
2012/1/31,10158.00,0.00,1.90,39.30,--,07:00,176.25,8336.10,82.06 
2012/2/1,10158.00,0.00,2.00,43.70,--,07:00,176.18,8303.40,81.74 
2012/2/2,10158.00,0.00,0.30,47.40,--,07:00,176.06,8247.27,81.19 
2012/2/3,10158.00,0.00,2.30,47.90,--,07:00,175.97,8205.50,80.78 
2012/2/4,10158.00,0.00,2.60,43.70,--,07:00,175.82,8136.99,80.1 
2012/2/5,10158.00,0.00,2.60,48.30,--,07:00,175.74,8100.45,79.74 
2012/2/6,10158.00,0.00,0.30,46.00,--,07:00,175.65,8059.33,79.34 
2012/2/7,10158.00,0.00,0.30,36.90,--,07:00,175.55,8013.65,78.89 
2012/2/8,10158.00,6.90,4.90,0.30,--,07:00,175.52,7999.90,78.75 
2012/2/9,10158.00,1.00,2.90,53.10,--,07:00,175.46,7972.53,78.49 
2012/2/10,10158.00,0.00,2.00,38.60,--,07:00,175.37,7931.43,78.08 
2012/2/11,10158.00,0.00,0.30,41.40,--,07:00,175.34,7917.70,77.95 
2012/2/12,10158.00,0.00,0.30,36.80,--,06:00,175.25,7876.60,77.54 
2012/2/13,10158.00,0.00,2.20,43.30,--,07:00,175.17,7840.10,77.18 
2012/2/14,10158.00,0.00,0.30,45.80,--,07:00,175.04,7780.68,76.6 
2012/2/15,10158.00,0.00,1.60,41.80,--,07:00,174.95,7740.08,76.2 
2012/2/16,10158.00,0.00,3.20,38.90,--,07:00,174.89,7713.30,75.93 
2012/2/17,10158.00,0.30,3.90,39.60,--,07:00,174.81,7677.60,75.58 
2012/2/18,10158.00,0.00,2.70,38.50,--,07:00,174.73,7641.90,75.23 
2012/2/19,10158.00,0.00,2.20,37.60,--,07:00,174.65,7606.10,74.88 
2012/2/20,10158.00,0.10,1.80,37.80,--,07:00,174.55,7561.48,74.44 
2012/2/21,10158.00,4.50,9.80,41.10,--,07:00,174.47,7525.76,74.09 
2012/2/22,10158.00,0.00,3.70,39.40,--,07:00,174.40,7494.50,73.78 
2012/2/23,10158.00,0.30,3.50,43.70,--,07:00,174.34,7467.70,73.52 
2012/2/24,10158.00,3.30,2.50,42.70,--,07:00,174.25,7427.50,73.12 
2012/2/25,10158.00,14.00,18.30,40.10,--,07:00,174.16,7387.30,72.72 
2012/2/26,10158.00,1.00,17.40,35.70,--,07:00,174.12,7365.50,72.51 
2012/2/27,10158.00,0.40,13.30,40.10,--,07:00,174.07,7347.20,72.33 
2012/2/28,10158.00,0.50,20.80,38.40,--,07:00,174.01,7320.40,72.07 
2012/2/29,10158.00,0.30,13.70,39.90,--,07:00,173.96,7298.40,71.85 
2012/3/1,10158.00,0.00,2.60,50.60,--,07:00,173.91,7276.60,71.63 
2012/3/2,10158.00,0.00,2.80,46.50,--,07:00,173.77,7215.47,71.03 
2012/3/3,10158.00,0.00,4.20,47.90,--,07:00,173.66,7167.40,70.56 
2012/3/4,10158.00,0.00,3.70,51.70,--,07:00,173.60,7141.20,70.3 
2012/3/5,10158.00,0.00,2.90,50.90,--,07:00,173.46,7080.10,69.7 
2012/3/6,10158.00,0.00,3.00,51.10,--,07:00,173.34,7027.70,69.18 
2012/3/7,10158.00,0.00,3.30,51.30,--,07:00,173.23,6979.67,68.71 
2012/3/8,10158.00,0.00,2.80,50.80,--,07:00,173.13,6936.01,68.28 
2012/3/9,10158.00,0.00,2.80,46.00,--,07:00,173.02,6887.97,67.81 
2012/3/10,10158.00,0.00,1.60,39.90,--,07:00,172.95,6857.90,67.51 
2012/3/11,10158.00,1.50,2.10,44.80,--,08:00,172.86,6819.60,67.14 
2012/3/12,10158.00,8.80,4.20,38.30,--,09:00,172.74,6764.16,66.59 
2012/3/13,10158.00,0.00,1.50,48.30,--,07:00,172.68,6742.80,66.38 
2012/3/14,10158.00,0.00,2.10,48.70,--,07:00,172.54,6683.17,65.79 
2012/3/15,10158.00,0.00,3.40,50.60,--,07:00,172.46,6649.40,65.46 
2012/3/16,10158.00,0.00,0.30,51.50,--,07:00,172.32,6589.40,64.87 
2012/3/17,10158.00,0.00,0.30,55.70,--,07:00,172.19,6534.00,64.32 
2012/3/18,10158.00,0.00,0.30,51.20,--,07:00,172.07,6478.60,63.78 
2012/3/19,10158.00,0.00,0.30,50.10,--,07:00,171.95,6432.24,63.32 
2012/3/20,10158.00,0.00,0.90,50.80,--,07:00,171.82,6378.25,62.79 
2012/3/21,10158.00,0.00,4.10,53.90,--,07:00,171.71,6332.57,62.34 
2012/3/22,10158.00,0.00,2.00,51.90,--,07:00,171.58,6278.57,61.81 
2012/3/23,10158.00,0.00,1.80,55.70,--,07:00,171.44,6220.42,61.24 
2012/3/24,10158.00,0.00,1.40,51.30,--,07:00,171.32,6170.59,60.75 
2012/3/25,10158.00,0.00,1.50,51.30,--,07:00,171.25,6141.50,60.46 
2012/3/26,10158.00,0.00,2.80,48.50,--,06:00,171.11,6083.36,59.89 
2012/3/27,10158.00,0.00,1.50,58.60,--,07:00,170.98,6029.55,59.36 
2012/3/28,10158.00,0.00,0.30,57.10,--,07:00,170.84,5972.70,58.8 
2012/3/29,10158.00,0.00,0.30,57.20,--,07:00,170.70,5915.85,58.24 
2012/3/30,10158.00,0.00,0.30,57.10,--,07:00,170.56,5859.01,57.68 
2012/3/31,10158.00,0.00,0.30,53.10,--,01:00,170.46,5818.40,57.28 
2012/4/1,10158.00,0.00,0.30,53.10,--,06:00,170.33,5765.60,56.76 
2012/4/2,10158.00,0.00,0.30,57.10,--,07:00,170.20,5712.80,56.24 
2012/4/3,10158.00,0.00,0.30,56.50,--,07:00,170.02,5639.73,55.52 
2012/4/4,10158.00,0.00,0.30,55.80,--,07:00,169.92,5599.80,55.13 
2012/4/5,10158.00,0.00,0.30,51.90,--,07:00,169.74,5528.39,54.42 
2012/4/6,10158.00,3.60,0.90,48.60,--,07:00,169.72,5480.75,53.96 
2012/4/7,10158.00,3.10,0.30,47.90,--,07:00,169.53,5445.00,53.6 
2012/4/8,10158.00,0.00,0.30,51.90,--,06:00,169.41,5397.40,53.13 
2012/4/9,10158.00,0.00,0.30,51.90,--,06:00,169.25,5333.87,52.51 
2012/4/10,10158.00,0.00,0.30,55.90,--,06:00,169.12,5282.26,52 
2012/4/11,10158.00,0.00,0.30,54.50,--,07:00,168.97,5223.04,51.42 
2012/4/12,10158.00,0.00,0.30,58.20,--,07:00,168.83,5169.00,50.89 
2012/4/13,10158.00,0.00,0.30,54.30,--,08:00,168.67,5107.23,50.28 
2012/4/14,10158.00,0.00,0.30,54.40,--,07:00,168.58,5072.80,49.94 
2012/4/15,10158.00,0.00,0.30,54.30,--,08:00,168.42,5010.70,49.33 
2012/4/16,10158.00,0.00,0.30,58.20,--,07:00,168.24,4941.25,48.64 
2012/4/17,10158.00,7.20,3.30,64.80,--,06:00,168.07,4875.62,48 
2012/4/18,10158.00,6.70,21.20,43.70,--,07:00,167.97,4837.30,47.62 
2012/4/19,10158.00,0.20,38.00,56.80,--,07:00,167.91,4814.80,47.4 
2012/4/20,10158.00,18.60,41.90,49.70,--,07:00,167.86,4796.00,47.21 
2012/4/21,10158.00,26.20,59.80,44.70,--,07:00,167.84,4788.50,47.14 
2012/4/22,10158.00,0.50,69.60,42.90,--,07:00,167.88,4803.60,47.29 
2012/4/23,10158.00,0.00,62.30,50.50,--,07:00,167.98,4841.09,47.66 
2012/4/24,10158.00,1.40,41.60,52.90,--,07:00,167.97,4837.34,47.62 
2012/4/25,10158.00,8.50,37.00,52.00,--,08:00,167.93,4822.32,47.47 
2012/4/26,10158.00,20.40,42.70,50.20,--,07:00,167.91,4814.80,47.4 
2012/4/27,10158.00,10.90,10.40,51.70,--,07:00,167.89,4807.30,47.33 
2012/4/28,10158.00,6.40,34.00,56.50,--,07:00,167.78,4766.00,46.92 
2012/4/29,10158.00,1.00,90.70,56.90,--,07:00,167.72,4743.50,46.7 
2012/4/30,10158.00,7.80,116.60,52.80,--,07:00,167.81,4777.30,47.03 
2012/5/1,10158.00,0.00,128.60,55.50,--,07:00,167.98,4841.10,47.66 
2012/5/2,10158.00,1.90,147.50,54.80,--,06:00,168.23,4937.38,48.61 
2012/5/3,10158.00,106.50,387.90,49.00,--,07:00,168.48,5033.89,49.56 
2012/5/4,10158.00,21.00,184.10,59.00,--,07:00,169.32,5361.33,52.78 
2012/5/5,10158.00,0.20,66.20,70.20,--,07:00,169.57,5460.90,53.76 
2012/5/6,10158.00,0.00,29.10,64.80,--,08:00,169.56,5456.90,53.72 
2012/5/7,10158.00,0.00,7.80,51.50,--,07:00,169.47,5421.20,53.37 
2012/5/8,10158.00,0.50,25.80,49.60,--,06:00,169.34,5369.59,52.86 
2012/5/9,10158.00,0.00,49.30,57.20,--,07:00,169.30,5353.72,52.7 
2012/5/10,10158.00,5.10,63.80,55.90,--,07:00,169.27,5341.81,52.59 
2012/5/11,10158.00,30.60,204.30,65.30,--,06:00,169.39,5389.44,53.06 
2012/5/12,10158.00,0.00,86.50,82.60,--,07:00,169.65,5492.66,54.07 
2012/5/13,10158.00,0.00,78.20,78.20,--,07:00,169.66,5496.60,54.11 
2012/5/14,10158.00,0.00,82.20,82.20,--,06:00,169.66,5496.60,54.11 
2012/5/15,10158.00,0.00,87.10,83.10,--,07:00,169.67,5500.60,54.15 
2012/5/16,10158.00,1.30,107.40,79.60,--,07:00,169.68,5504.60,54.19 
2012/5/17,10158.00,5.50,98.10,82.20,--,07:00,169.76,5536.30,54.5 
2012/5/18,10158.00,8.70,71.80,79.80,--,06:00,169.77,5540.30,54.54 
2012/5/19,10158.00,20.20,78.00,78.00,--,06:00,169.72,5520.45,54.35 
2012/5/20,10158.00,81.10,1262.90,81.90,--,08:00,169.76,5536.30,54.5 
2012/5/21,10158.00,0.00,151.10,95.70,--,06:00,172.70,6751.37,66.46 
2012/5/22,10158.00,0.00,82.40,103.70,--,07:00,172.75,6772.70,66.67 
2012/5/23,10158.00,0.00,35.20,103.40,--,07:00,172.66,6734.32,66.3 
2012/5/24,10158.00,0.00,25.20,97.70,--,07:00,172.50,6666.13,65.62 
2012/5/25,10158.00,0.00,21.20,93.60,--,06:00,172.34,6597.93,64.95 
2012/5/26,10158.00,4.50,29.40,93.40,--,07:00,172.20,6538.30,64.37 
2012/5/27,10158.00,46.00,67.10,88.40,--,07:00,172.05,6474.30,63.74 
2012/5/28,10158.00,32.10,322.40,88.00,--,06:00,171.99,6448.86,63.49 
2012/5/29,10158.00,71.30,501.20,91.00,--,07:00,172.63,6721.54,66.17 
2012/5/30,10158.00,13.10,230.50,95.20,--,06:00,173.62,7145.00,70.34 
2012/5/31,10158.00,3.10,119.20,88.60,--,07:00,173.85,7250.40,71.38 
2012/6/1,10158.00,1.60,64.20,90.40,--,06:00,173.88,7263.50,71.51 
2012/6/2,10158.00,0.00,45.40,91.40,--,07:00,173.79,7224.20,71.12 
2012/6/3,10158.00,0.00,32.20,89.00,--,07:00,173.71,7189.30,70.77 
2012/6/4,10158.00,0.00,23.30,93.20,--,07:00,173.54,7115.03,70.04 
2012/6/5,10158.00,0.00,17.10,91.30,--,07:00,173.39,7049.54,69.4 
2012/6/6,10158.00,0.80,39.30,91.70,--,06:00,173.22,6975.30,68.67 
2012/6/7,10158.00,0.30,53.00,96.70,--,07:00,173.10,6922.91,68.15 
2012/6/8,10158.00,5.20,76.00,97.60,--,08:00,173.00,6879.24,67.72 
2012/6/9,10158.00,19.80,276.70,93.50,--,07:00,172.98,6870.70,67.64 
2012/6/10,10158.00,299.40,2378.20,90.80,--,07:00,173.40,7053.90,69.44 
2012/6/11,10158.00,118.50,2045.90,954.20,--,23:00,180.56,10448.50,100 
2012/6/12,10158.00,166.30,1929.00,1841.00,--,23:00,180.78,10562.45,100 
2012/6/13,10158.00,30.00,259.00,486.80,--,23:00,180.33,10329.42,100 
2012/6/14,10158.00,85.00,784.50,665.40,--,23:00,180.54,10438.17,100 
2012/6/15,10158.00,6.00,153.20,360.40,--,23:00,180.11,10215.49,100 
2012/6/16,10158.00,0.50,113.90,155.30,--,07:00,180.09,10205.10,100 
2012/6/17,10158.00,5.50,154.20,123.10,--,06:00,180.01,10163.70,100 
2012/6/18,10158.00,0.50,82.50,123.80,--,06:00,180.07,10194.80,100 
2012/6/19,10158.00,188.30,1130.40,814.80,--,23:00,180.70,10521.02,100 
2012/6/20,10158.00,237.90,1779.60,1530.10,--,23:00,181.15,10756.12,100 
2012/6/21,10158.00,13.90,279.30,756.70,--,18:00,180.23,10277.63,100 
2012/6/22,10158.00,16.20,177.40,218.80,--,21:00,180.09,10205.10,100 
2012/6/23,10158.00,11.20,125.70,151.60,--,07:00,180.07,10194.80,100 
2012/6/24,10158.00,0.60,72.30,102.80,--,07:00,180.02,10168.90,100 
2012/6/25,10158.00,0.00,90.40,95.40,--,07:00,179.94,10128.72,99.71 
2012/6/26,10158.00,3.90,41.90,97.30,--,07:00,179.92,10118.24,99.61 
2012/6/27,10158.00,2.10,32.10,97.60,--,07:00,179.80,10057.82,99.01 
2012/6/28,10158.00,0.00,15.60,81.10,--,08:00,179.65,9982.28,98.27 
2012/6/29,10158.00,10.50,38.40,93.80,--,10:00,179.54,9926.89,97.72 
2012/6/30,10158.00,0.00,26.60,92.00,--,07:00,179.43,9871.50,97.18 
2012/7/1,10158.00,0.50,17.90,98.50,--,07:00,179.34,9826.20,96.73 
2012/7/2,10158.00,0.40,15.80,96.30,--,07:00,179.14,9725.48,95.74 
2012/7/3,10158.00,0.00,25.10,103.80,--,07:00,178.97,9640.28,94.9 
2012/7/4,10158.00,1.00,10.20,103.30,--,09:00,178.81,9561.86,94.13 
2012/7/5,10158.00,0.20,14.00,102.30,--,07:00,178.62,9468.74,93.21 
2012/7/6,10158.00,1.40,13.70,101.90,--,07:00,178.44,9375.63,92.3 
2012/7/7,10158.00,0.00,1.10,99.10,--,07:00,178.31,9316.80,91.72 
2012/7/8,10158.00,16.20,20.20,98.00,--,08:00,178.11,9218.80,90.75 
2012/7/9,10158.00,0.20,13.80,99.90,--,08:00,177.95,9141.00,89.99 
2012/7/10,10158.00,0.00,0.30,110.30,--,07:00,177.77,9054.90,89.14 
2012/7/11,10158.00,0.00,0.30,110.20,--,07:00,177.46,8906.60,87.68 
2012/7/12,10158.00,0.00,3.20,98.90,--,06:00,177.26,8811.06,86.74 
2012/7/13,10158.00,0.30,4.00,98.60,--,07:00,177.06,8715.43,85.8 
2012/7/14,10158.00,0.00,4.00,92.90,--,07:00,176.86,8621.30,84.87 
2012/7/15,10158.00,4.90,11.90,91.30,--,07:00,176.72,8555.80,84.23 
2012/7/16,10158.00,0.40,2.90,87.10,--,06:00,176.55,8476.40,83.45 
2012/7/17,10158.00,0.00,3.90,92.70,--,07:00,176.37,8392.20,82.62 
2012/7/18,10158.00,6.90,20.80,91.00,--,07:00,176.13,8280.00,81.51 
2012/7/19,10158.00,10.50,52.90,85.20,--,07:00,175.98,8210.08,80.82 
2012/7/20,10158.00,0.00,14.70,83.20,--,07:00,175.93,8187.24,80.6 
2012/7/21,10158.00,19.20,62.70,85.50,--,07:00,175.77,8114.15,79.88 
2012/7/22,10158.00,24.80,52.60,89.20,--,07:00,175.75,8105.01,79.79 
2012/7/23,10158.00,1.20,15.30,88.40,--,07:00,175.64,8054.77,79.29 
2012/7/24,10158.00,34.00,100.50,86.70,--,07:00,175.48,7981.67,78.58 
2012/7/25,10158.00,13.30,64.70,87.60,--,07:00,175.53,8004.52,78.8 
2012/7/26,10158.00,1.30,32.50,87.30,--,07:00,175.47,7977.11,78.53 
2012/7/27,10158.00,7.30,26.20,90.20,--,07:00,175.34,7917.72,77.95 
2012/7/28,10158.00,1.50,17.00,90.00,--,07:00,175.24,7872.00,77.5 
2012/7/29,10158.00,4.20,13.10,80.90,--,06:00,175.08,7799.00,76.78 
2012/7/30,10158.00,3.70,16.00,87.50,--,06:00,174.93,7731.20,76.11 
2012/7/31,10158.00,7.80,21.70,93.10,--,07:00,174.73,7641.85,75.23 
2012/8/1,10158.00,6.50,52.40,101.50,--,12:00,174.45,7516.83,74 
2012/8/2,10158.00,279.80,2108.70,115.10,--,23:00,178.55,9434.44,92.88 
2012/8/3,10158.00,1.00,365.40,117.00,--,19:00,179.22,9765.76,96.14 
2012/8/4,10158.00,18.60,198.10,107.50,--,07:00,179.28,9795.97,96.44 
2012/8/5,10158.00,0.30,106.50,106.50,--,07:00,179.45,9881.58,97.28 
2012/8/6,10158.00,0.00,49.90,105.30,--,07:00,179.41,9861.44,97.08 
2012/8/7,10158.00,57.80,254.60,103.50,--,07:00,179.31,9811.08,96.58 
2012/8/8,10158.00,23.90,271.10,115.00,--,07:00,179.76,10037.67,98.82 
2012/8/9,10158.00,17.00,175.50,140.80,--,22:00,180.01,10163.70,100 
2012/8/10,10158.00,31.20,254.30,206.90,--,17:00,180.09,10205.13,100 
2012/8/11,10158.00,49.70,447.20,395.40,--,07:00,180.26,10205.10,100 
2012/8/12,10158.00,0.20,178.30,245.60,--,07:00,180.14,10231.03,100 
2012/8/13,10158.00,1.60,108.80,139.90,--,16:00,180.01,10163.70,100 
2012/8/14,10158.00,0.00,48.10,103.50,--,07:00,179.97,10143.42,99.86 
2012/8/15,10158.00,0.00,38.50,119.00,--,07:00,179.86,10088.03,99.31 
2012/8/16,10158.00,7.40,59.10,104.40,--,07:00,179.70,10007.46,98.52 
2012/8/17,10158.00,13.20,90.70,105.90,--,07:00,179.61,9962.15,98.07 
2012/8/18,10158.00,17.20,63.80,104.00,--,07:00,179.60,9957.11,98.02 
2012/8/19,10158.00,15.10,165.20,104.80,--,07:00,179.53,9921.90,97.68 
2012/8/20,10158.00,19.10,91.40,126.70,--,07:00,179.66,9987.32,98.32 
2012/8/21,10158.00,7.40,61.50,142.00,--,07:00,179.54,9926.89,97.72 
2012/8/22,10158.00,7.40,59.30,139.60,--,22:00,179.28,9795.97,96.44 
2012/8/23,10158.00,1.20,32.70,147.70,--,23:00,179.04,9675.12,95.25 
2012/8/24,10158.00,4.70,42.10,121.70,--,17:00,178.90,9605.97,94.57 
2012/8/25,10158.00,4.80,33.80,102.40,--,07:00,178.84,9576.57,94.28 
2012/8/26,10158.00,1.30,25.00,103.50,--,07:00,178.73,9522.70,93.75 
2012/8/27,10158.00,7.80,46.20,105.00,--,07:00,178.57,9444.20,92.97 
2012/8/28,10158.00,48.10,193.60,105.40,--,07:00,178.45,9385.40,92.39 
2012/8/29,10158.00,10.80,115.10,105.30,--,07:00,178.63,9473.60,93.26 
2012/8/30,10158.00,13.60,115.70,105.80,--,07:00,178.65,9483.40,93.36 
