Date,Storage Capacity(10000m^3),Precipitation(mm),Inflow(10000m^3),Outflow(10000m^3),Water Level Difference(m),Real-Time,Water Level(m),Useful Storage(10000m^3),Storage Ratio(%)
2018/1/1,9499.86,0.00,0.30,38.40,--,07:00,175.08,7145.69,75.22 
2018/1/2,9499.86,0.00,0.30,35.40,--,07:00,174.99,7106.29,74.8 
2018/1/3,9499.86,0.00,0.30,37.70,--,07:00,174.91,7068.83,74.41 
2018/1/4,9499.86,16.30,3.90,34.50,--,07:00,174.80,7019.79,73.89 
2018/1/5,9499.86,4.80,2.60,33.80,--,07:00,174.75,6997.50,73.66 
2018/1/6,9499.86,12.50,6.40,33.10,--,07:00,174.68,6966.30,73.33 
2018/1/7,9499.86,0.50,38.30,33.90,--,07:00,174.62,6939.56,73.05 
2018/1/8,9499.86,10.90,19.70,33.00,--,07:00,174.64,6948.47,73.14 
2018/1/9,9499.86,23.90,92.20,34.30,--,07:00,174.62,6939.56,73.05 
2018/1/10,9388.10,7.40,129.40,174.30,--,07:00,174.82,7028.71,74.87 
2018/1/11,9388.10,0.50,58.90,41.20,--,07:00,174.99,6965.86,74.2 
2018/1/12,9388.10,0.00,29.80,38.70,--,07:00,174.99,6965.86,74.2 
2018/1/13,9388.10,0.00,26.10,34.90,--,07:00,174.97,6957.00,74.1 
2018/1/14,9388.10,0.00,18.40,36.10,--,07:00,174.95,6948.15,74.01 
2018/1/15,9388.10,0.00,14.60,36.70,--,07:00,174.91,6930.45,73.82 
2018/1/16,9388.10,0.00,10.10,36.70,--,07:00,174.85,6903.90,73.54 
2018/1/17,9388.10,0.00,8.40,39.40,--,07:00,174.79,6877.34,73.26 
2018/1/18,9388.10,0.00,5.50,38.50,--,07:00,174.73,6850.79,72.97 
2018/1/19,9388.10,0.00,4.90,38.30,--,07:00,174.65,6814.38,72.59 
2018/1/20,9388.10,0.00,2.40,37.50,--,07:00,174.58,6784.40,72.27 
2018/1/21,9388.10,0.00,1.90,37.60,--,07:00,174.50,6748.99,71.89 
2018/1/22,9388.10,0.50,5.00,36.00,--,07:00,174.42,6713.59,71.51 
2018/1/23,9388.10,0.50,12.20,34.30,--,07:00,174.35,6682.61,71.18 
2018/1/24,9388.10,0.00,8.40,34.90,--,07:00,174.30,6660.48,70.95 
2018/1/25,9388.10,0.00,8.70,35.30,--,07:00,174.24,6633.92,70.66 
2018/1/26,9388.10,0.00,5.40,36.40,--,07:00,174.18,6607.37,70.38 
2018/1/27,9388.10,0.50,4.50,36.50,--,07:00,174.10,6571.96,70 
2018/1/28,9388.10,0.80,5.20,34.80,--,07:00,174.03,6540.98,69.67 
2018/1/29,9388.10,7.20,9.20,34.80,--,07:00,173.97,6514.91,69.4 
2018/1/30,9388.10,8.20,9.50,35.10,--,07:00,173.90,6485.06,69.08 
2018/1/31,9388.10,3.20,5.30,35.00,--,07:00,173.84,6459.48,68.8 
2018/2/1,9338.10,6.40,2.00,36.30,--,07:00,173.76,6425.37,68.81 
2018/2/2,9338.10,0.70,3.50,37.60,--,07:00,173.69,6395.52,68.49 
2018/2/3,9338.10,0.00,1.10,35.20,--,07:00,173.61,6361.41,68.12 
2018/2/4,9338.10,0.00,0.30,35.00,--,07:00,173.53,6327.50,67.76 
2018/2/5,9338.10,0.00,0.30,37.20,--,07:00,173.45,6293.19,67.39 
2018/2/6,9338.10,0.50,0.30,37.40,--,07:00,173.35,6250.55,66.94 
2018/2/7,9338.10,1.30,0.30,37.60,--,07:00,173.27,6216.44,66.57 
2018/2/8,9338.10,4.30,0.30,37.90,--,07:00,173.19,6182.33,66.21 
2018/2/9,9338.10,0.30,0.30,38.90,--,07:00,173.10,6143.96,65.79 
2018/2/10,9338.10,0.00,0.30,48.10,--,07:00,173.00,6101.32,65.34 
