Date,Storage Capacity(10000m^3),Precipitation(mm),Inflow(10000m^3),Outflow(10000m^3),Water Level Difference(m),Real-Time,Water Level(m),Useful Storage(10000m^3),Storage Ratio(%)
2018/1/1,33550.50,2.60,259.63,74.43,0.20,08:00,166.43,30282.00,90.26 
2018/1/2,33550.50,3.00,211.54,158.54,0.13,23:00,166.58,30414.30,90.65 
2018/1/3,33550.50,4.60,176.13,158.43,-0.08,23:00,166.60,30431.98,90.7 
2018/1/4,33550.50,2.30,167.12,158.32,0.02,23:00,166.60,30431.98,90.7 
2018/1/5,33550.50,6.00,158.22,158.32,0.00,23:00,166.61,30440.81,90.73 
2018/1/6,33550.50,29.40,255.48,158.18,0.02,23:00,166.70,30520.40,90.97 
2018/1/7,33550.50,60.90,1295.23,352.13,0.67,23:00,167.77,31472.17,93.81 
2018/1/8,33550.50,29.90,898.19,665.29,0.60,23:00,168.04,31713.94,94.53 
2018/1/9,33550.50,16.40,780.88,664.08,0.19,23:00,168.18,31839.65,94.9 
2018/1/10,33550.50,0.60,520.01,663.71,-0.02,23:00,168.03,31704.98,94.5 
2018/1/11,33550.50,0.00,342.96,665.16,-0.28,23:00,167.68,31391.72,93.57 
2018/1/12,33550.50,0.00,277.15,669.35,-0.40,23:00,167.24,30999.51,92.4 
2018/1/13,33550.50,0.50,225.38,668.98,-0.46,23:00,166.83,30635.52,91.31 
2018/1/14,33550.50,0.00,148.95,325.75,-0.30,23:00,166.53,30370.12,90.52 
2018/1/15,33550.50,0.00,141.60,326.80,-0.21,23:00,166.31,30176.08,89.94 
2018/1/16,33550.50,0.00,96.99,158.69,-0.15,23:00,166.24,30114.45,89.76 
2018/1/17,33550.50,1.30,97.38,158.88,-0.07,23:00,166.16,30044.07,89.55 
2018/1/18,33550.50,13.90,97.20,158.70,-0.08,23:00,166.10,29991.32,89.39 
2018/1/19,33550.50,25.00,273.25,158.95,0.04,23:00,166.22,30096.84,89.71 
2018/1/20,33550.50,7.00,228.95,158.55,0.11,23:00,166.30,30167.28,89.92 
2018/1/21,33550.50,5.60,211.27,158.47,0.07,23:00,166.36,30220.14,90.07 
2018/1/22,33550.50,2.90,202.77,158.67,0.06,23:00,166.41,30264.23,90.21 
2018/1/23,33550.50,2.20,150.06,158.86,0.01,23:00,166.41,30264.23,90.21 
2018/1/24,33550.50,7.30,140.82,158.42,-0.01,23:00,166.38,30237.78,90.13 
2018/1/25,33550.50,5.90,167.21,158.41,-0.01,23:00,166.40,30255.40,90.18 
2018/1/26,33550.50,11.00,211.45,158.45,0.03,23:00,166.45,30299.51,90.31 
2018/1/27,33550.50,3.50,246.61,158.31,0.10,23:00,166.55,30387.80,90.57 
2018/1/28,33550.50,14.60,220.32,158.42,0.07,23:00,166.62,30449.64,90.76 
2018/1/29,33550.50,29.30,391.53,214.53,0.14,23:00,166.83,30635.52,91.31 
2018/1/30,33550.50,21.10,626.85,671.15,0.02,23:00,166.78,30591.22,91.18 
2018/1/31,33550.50,23.50,697.21,670.61,0.00,23:00,166.81,30617.79,91.26 
2018/2/1,33550.50,11.80,535.25,269.05,0.26,23:00,167.12,30892.84,92.08 
2018/2/2,33550.50,15.60,433.81,264.91,0.23,23:00,167.31,31061.79,92.58 
2018/2/3,33550.50,24.60,597.01,668.21,-0.04,23:00,167.22,30981.72,92.34 
2018/2/4,33550.50,22.20,676.43,667.53,-0.02,23:00,167.23,30990.61,92.37 
2018/2/5,33550.50,25.90,747.56,667.46,0.04,23:00,167.32,31070.70,92.61 
2018/2/6,33550.50,0.20,578.13,667.13,0.02,23:00,167.23,30990.61,92.37 
2018/2/7,33550.50,17.30,419.51,668.21,-0.21,23:00,166.95,30741.92,91.63 
2018/2/8,33550.50,19.00,464.92,668.62,-0.26,23:00,166.72,30538.10,91.02 
2018/2/9,33550.50,2.10,449.63,670.53,-0.24,23:00,166.48,30325.98,90.39 
2018/2/10,33550.50,10.50,372.77,672.27,-0.29,23:00,166.14,30026.47,89.5 
2018/2/11,33550.50,18.00,430.77,439.47,-0.11,23:00,166.12,30008.89,89.44 
2018/2/12,33550.50,0.00,369.33,439.63,-0.03,23:00,166.04,29938.60,89.23 
2018/2/13,33550.50,0.00,273.68,440.38,-0.14,23:00,165.86,29780.60,88.76 
2018/2/14,33550.50,0.00,218.63,385.03,-0.19,23:00,165.66,29605.44,88.24 
2018/2/15,33550.50,0.00,180.43,442.23,-0.26,23:00,165.37,29352.28,87.49 
